Start Date	10/01/2017
End Date	11/04/2017
Report Type	Apple Music
Currency	AUD
Storefront Name	Apple Identifier	Membership Type	Quantity	Net Royalty	Net Royalty Total	ISRC	Item_Title	Item_Artist	Item Type	Media Type	Vendor Identifier	Offline Indicator	Label/Studio/Network	Grid
AU	260177449	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEE289582107	With a Song In My Heart	Metropole Orchestra	1	1	DEE289582107	0	Mons Records	
AU	260178437	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEE289581507	Come Sunday	Metropole Orchestra	1	1	DEE289581507	0	Mons Records	
AU	260180614	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEE289780101	The Last Blues	Thilo Wolf Trio feat. Randy Brecker, Chuck Loeb, New York Strings	1	1	DEE289780101	0	Mons Records	
AU	260180758	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEE289780108	The First Step	Thilo Wolf Trio feat. Randy Brecker, Chuck Loeb, New York Strings	1	1	DEE289780108	0	Mons Records	
AU	260180831	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEE289780110	Days in Paris	Thilo Wolf Trio feat. Randy Brecker, Chuck Loeb, New York Strings	1	1	DEE289780110	0	Mons Records	
AU	260186040	Indirect Individual Monthly EXTENDED TRIAL	2	.021330	.042660	NZME00700015	Saturn	The Politik	1	1	NZME00700015	0	Antipodean Records	
AU	260832076	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEE289578106	The Song Is You	Metropole Orchestra	1	1	DEE289578106	0	Mons Records	
AU	260832085	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEE289578107	Remembering Henri	Metropole Orchestra	1	1	DEE289578107	0	Mons Records	
AU	260832319	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEE289578205	Yesterdays	Metropole Orchestra	1	1	DEE289578205	0	Mons Records	
AU	262608667	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEE280438210	Falling Grace	Triosence	1	1	DEE280438210	0	Mons Records	
AU	262611703	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	GBDQZ0500095	My Jamaican Girl	The Gaylads, B.B. Seaton	1	1	GBDQZ0500095	0	Soul Beat / Roots International	
AU	263495824	Indirect Individual Monthly EXTENDED TRIAL	5	.021330	.106650	ATK439700409	Sofa Rockers	Sofa Surfers	1	1	ATK439700409	1	klein records	
AU	263495824	Indirect Individual Monthly EXTENDED TRIAL	20	.021330	.426600	ATK439700409	Sofa Rockers	Sofa Surfers	1	1	ATK439700409	0	klein records	
AU	264662919	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEZ650707084	Theatre of the Damned	Blitzkrieg	1	1	DEZ650707084	0	ICS Festival Service GmbH	
AU	264677427	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEE289730404	Only a Dream Away	George Robert & Phil Woods	1	1	DEE289730404	0	Mons Records	
AU	264677525	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEE289730407	Time Was	George Robert & Phil Woods	1	1	DEE289730407	0	Mons Records	
AU	264793023	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEE289242902	Ain't Misbehavin'	Barbara Morrison	1	1	DEE289242902	0	Mons Records	
AU	266460445	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	SEVMN0701701	Limpin	Pierre Deutschmann	1	1	SEVMN0701701	0	Audiobahn	
AU	268539809	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	ATK439700401	Sofa Rockers (Richard Dorfmeister Remix)	Sofa Surfers	1	1	ATK439700401	0	klein records	
AU	272433533	Indirect Individual Monthly EXTENDED TRIAL	5	.021330	.106650	GBLKJ0800014	Where Do You Go to (My Lovely)	Peter Sarstedt	1	1	gblkj0800014	0	Singer Records	
AU	272732856	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEZ650714394	Gamma Ray	Birth Control	1	1	DEZ650714394	0	NiWo Music	
AU	273454968	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEW250701301	So We Love It	Sugar Minott	1	1	DEW250701301	0	Wackies	
AU	273845089	Indirect Individual Monthly EXTENDED TRIAL	2	.021330	.042660	GBFNF0700029	Life Gets Better	Skool of Thought, Ed Solo & Skool of Thought, Ed Solo	1	1	GBFNF0700029	1	Against The Grain	
AU	273845089	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	GBFNF0700029	Life Gets Better	Skool of Thought, Ed Solo & Skool of Thought, Ed Solo	1	1	GBFNF0700029	0	Against The Grain	
AU	274060898	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEGL60700040	Allthegirls	Siriusmo	1	1	DEGL60700040	0	Exploited	
AU	274060900	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEGL60700041	Allthegirls (Reprise)	Siriusmo	1	1	DEGL60700041	0	Exploited	
AU	274060901	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEGL60700042	Girlsrock	Siriusmo	1	1	DEGL60700042	0	Exploited	
AU	274060902	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEGL60700044	Femuscle	Siriusmo	1	1	DEGL60700044	0	Exploited	
AU	274060903	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEGL60700045	Outro	Siriusmo	1	1	DEGL60700045	0	Exploited	
AU	274230560	Indirect Individual Monthly EXTENDED TRIAL	13	.021330	.277290	DEZ650510511	Siesta Del Sol	In Credo	1	1	DEZ650510511	0	Manifold Records	
AU	274488797	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEH330601779	Wherever I Go	The Man Behind C.	1	1	DEH330601779	0	Manifold Records	
AU	275008539	Indirect Individual Monthly EXTENDED TRIAL	3	.021330	.063990	FR2VZ9900113	The Anthem	Onra	1	1	FR2VZ9900113	0	Favorite	
AU	275008541	Indirect Individual Monthly EXTENDED TRIAL	2	.021330	.042660	FR2VZ9900115	Relax In Mui Ne	Onra	1	1	FR2VZ9900115	0	Favorite	
AU	275008544	Indirect Individual Monthly EXTENDED TRIAL	2	.021330	.042660	FR2VZ9900118	Last Tango in Saigon	Onra	1	1	FR2VZ9900118	0	Favorite	
AU	275008546	Indirect Individual Monthly EXTENDED TRIAL	3	.021330	.063990	FR2VZ9900120	I Wanna Go Back	Onra	1	1	FR2VZ9900120	0	Favorite	
AU	275008547	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	FR2VZ9900121	Full Backpack	Onra	1	1	FR2VZ9900121	0	Favorite	
AU	275008548	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	FR2VZ9900122	War	Onra	1	1	FR2VZ9900122	0	Favorite	
AU	275008549	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	FR2VZ9900123	Lesson With the Master	Onra	1	1	FR2VZ9900123	0	Favorite	
AU	275008550	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	FR2VZ9900124	Dark Sea	Onra	1	1	FR2VZ9900124	0	Favorite	
AU	275008554	Indirect Individual Monthly EXTENDED TRIAL	2	.021330	.042660	FR2VZ9900128	Welcome to Viet Nam	Onra	1	1	FR2VZ9900128	0	Favorite	
AU	275008573	Indirect Individual Monthly EXTENDED TRIAL	2	.021330	.042660	FR2VZ9900143	Hope	Onra	1	1	FR2VZ9900143	0	Favorite	
AU	275653944	Indirect Individual Monthly EXTENDED TRIAL	2	.021330	.042660	DEAF40800151	Frieden Dir Jerusalem	Andrea Adams-Frey	1	1	DEAF40800151	0	Gerth Medien	
AU	275654000	Indirect Individual Monthly EXTENDED TRIAL	2	.021330	.042660	DEAF40800152	Wünsche Mit Mir Israel Shalom	Cae Gauntt; Eberhard Rink	1	1	DEAF40800152	0	Gerth Medien	
AU	275654092	Indirect Individual Monthly EXTENDED TRIAL	2	.021330	.042660	DEAF40800153	Jerushalaim	Elke Reichert	1	1	DEAF40800153	0	Gerth Medien	
AU	275654203	Indirect Individual Monthly EXTENDED TRIAL	2	.021330	.042660	DEAF40800154	Keine Bleibende Stadt	Lothar Kosse	1	1	DEAF40800154	0	Gerth Medien	
AU	275654998	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEAF40800155	Shalom Israel	Martin Pepper	1	1	DEAF40800155	0	Gerth Medien	
AU	275655111	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEAF40800156	Wünscht Jerusalem Glück	Elke Reichert	1	1	DEAF40800156	0	Gerth Medien	
AU	275655364	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEAF40800157	Jerusalem, Heilige Stadt	Arne Kopfermann	1	1	DEAF40800157	0	Gerth Medien	
AU	275655365	Indirect Individual Monthly EXTENDED TRIAL	2	.021330	.042660	DEAF40800158	Gott Israels	Andrea Adams-Frey	1	1	DEAF40800158	0	Gerth Medien	
AU	275655371	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEAF40800159	Du Schöne	Christoph Zehendner	1	1	DEAF40800159	0	Gerth Medien	
AU	275655376	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEAF40800160	Jeru-Salem	Ina Morgan	1	1	DEAF40800160	0	Gerth Medien	
AU	275655386	Indirect Individual Monthly EXTENDED TRIAL	2	.021330	.042660	DEAF40800161	Jerusalem, Jerusalem	Danny Plett	1	1	DEAF40800161	0	Gerth Medien	
AU	275655459	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEAF40800164	Hatikwa	Jochen Rieger	1	1	DEAF40800164	0	Gerth Medien	
AU	275655562	Indirect Individual Monthly EXTENDED TRIAL	14	.021330	.298620	DEAF40800165	Hava Nagila	Various Artists	1	1	DEAF40800165	0	Gerth Medien	
AU	275655565	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEAF40800166	Hinei Ma Tov	Various Artists	1	1	DEAF40800166	0	Gerth Medien	
AU	275655597	Indirect Individual Monthly EXTENDED TRIAL	14	.021330	.298620	DEAF40800167	Hevenu Shalom Alechem	Tina Pantli; Ina Morgan; Sara Lorenz; Ingo Beckmann	1	1	DEAF40800167	0	Gerth Medien	
AU	276500616	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEW259300112	Enforcement	Basic Channel	1	1	DEW259300112	0	Basic Channel	
AU	276500711	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEW259300114	Recall	Basic Channel	1	1	DEW259300114	0	Basic Channel	
AU	276503136	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEW259400124	Inversion	Basic Channel	1	1	DEW259400124	0	Basic Channel	
AU	276503162	Indirect Individual Monthly EXTENDED TRIAL	3	.021330	.063990	DEW259400125	Presence	Basic Channel	1	1	DEW259400125	0	Basic Channel	
AU	277148600	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEW259300118	Lyot (Remix)	Basic Channel	1	1	DEW259300118	0	Basic Channel	
AU	277154047	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEW259400133	Phylyps Trak II/I	Basic Channel	1	1	DEW259400133	0	Basic Channel	
AU	277154048	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEW259400134	Phylyps Trak II/II	Basic Channel	1	1	DEW259400134	0	Basic Channel	
AU	277902039	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEM070100235	That Certain Female	Charlie Feathers	1	1	DEM070100235	0	Part Records	
AU	280282362	Indirect Individual Monthly EXTENDED TRIAL	9	.021330	.191970	DEH330601753	Where Do You	Noise Boyz	1	1	DEH330601753	0	Manifold Records	
AU	280357337	Indirect Individual Monthly EXTENDED TRIAL	3	.021330	.063990	FR2VZ9900153	Nervous Breakdown	Suspect / Cleon	1	1	FR2VZ9900153	0	Favorite	
AU	280357342	Indirect Individual Monthly EXTENDED TRIAL	2	.021330	.042660	FR2VZ9900154	Bongodelik	Suspect / Cleon	1	1	FR2VZ9900154	0	Favorite	
AU	280357345	Indirect Individual Monthly EXTENDED TRIAL	2	.021330	.042660	FR2VZ9900155	Chango 77	Suspect / Cleon	1	1	FR2VZ9900155	0	Favorite	
AU	280357348	Indirect Individual Monthly EXTENDED TRIAL	3	.021330	.063990	FR2VZ9900156	Jeskilz...	Suspect / Cleon	1	1	FR2VZ9900156	0	Favorite	
AU	280357368	Indirect Individual Monthly EXTENDED TRIAL	2	.021330	.042660	FR2VZ9900157	Green Season	Suspect / Cleon	1	1	FR2VZ9900157	0	Favorite	
AU	280423103	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEZ650803182	Melodik Hypnotik (Miles Dyson Mix)	Elite Force	1	1	DEZ650803182	0	U&A Recordings	
AU	281006913	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEZ650805328	Himininn Er Ao Hrynja, en Stjornurnar Fara Per Vel	Ólafur Arnalds	1	1	DEZ650805328	0	Erased Tapes	
AU	281568450	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEH260806701	Walking On the Moon (Walking On the Dub)	DubXanne	1	1	DEH260806701	0	Echo Beach	
AU	281568455	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEH260806706	Message In a Bottle (Message In a Dub) [feat. Earl 16]	DubXanne	1	1	DEH260806706	0	Echo Beach	
AU	281568457	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEH260806708	Spirts In a Material World (Spirits In a Dubworld) [feat. Benjamin Zephaniah]	DubXanne	1	1	DEH260806708	0	Echo Beach	
AU	282341319	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEZ650713821	I'm a Manchild	Uptown Funk Empire	1	1	DEZ650713821	0	Soulab	
AU	286664872	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEW259300115	Phylyps Trak	Basic Channel	1	1	DEW259300115	0	Basic Channel	
AU	286665089	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEW259400134	Phylyps Trak II/II	Basic Channel	1	1	DEW259400134	0	Basic Channel	
AU	288255673	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEZ650807542	De Plumber / Turn It Around	Anderson Armstrong feat. Alison Hinds	1	1	DEZ650807542	0	Faluma	
AU	288255677	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEZ650807543	Hold It Down (Get de Cat)	Anderson Armstrong	1	1	DEZ650807543	0	Faluma	
AU	288255678	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEZ650807544	Frenzy	Anderson Armstrong	1	1	DEZ650807544	0	Faluma	
AU	288255679	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEZ650807545	Represent	Anderson Armstrong	1	1	DEZ650807545	0	Faluma	
AU	288255680	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEZ650807546	Chipping	Anderson Armstrong	1	1	DEZ650807546	0	Faluma	
AU	288255682	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEZ650807547	Conscience Call	Anderson Armstrong	1	1	DEZ650807547	0	Faluma	
AU	288255684	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEZ650807548	Nutten So	Anderson Armstrong	1	1	DEZ650807548	0	Faluma	
AU	288255688	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEZ650807549	Ring Ki Ting	Anderson Armstrong	1	1	DEZ650807549	0	Faluma	
AU	288255692	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEZ650807550	Irie Tempo	Anderson Armstrong	1	1	DEZ650807550	0	Faluma	
AU	288255695	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEZ650807551	Ting Ting	Anderson Armstrong	1	1	DEZ650807551	0	Faluma	
AU	288255699	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEZ650807552	Leggo Beast	Anderson Armstrong	1	1	DEZ650807552	0	Faluma	
AU	288255703	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEZ650807553	Heavy Rollers	Anderson Armstrong	1	1	DEZ650807553	0	Faluma	
AU	288255707	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEZ650807554	Sweet (nutten So Remix)	Anderson Armstrong	1	1	DEZ650807554	0	Faluma	
AU	288255710	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	DEZ650807555	Behind de Truck (chipping Version)	Anderson Armstrong	1	1	DEZ650807555	0	Faluma	
AU	290845060	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	CAL660400003	No Heaven	Champion	1	1	CAL660400003	0	Saboteur	
AU	290845092	Indirect Individual Monthly EXTENDED TRIAL	1	.021330	.021330	CAL660400008	Tawoumga	Champion	1	1	CAL660400008	0	Saboteur	
