Start Date	End Date	UPC	ISRC/ISBN	Vendor Identifier	Quantity	Partner Share	Extended Partner Share	Partner Share Currency	Sales or Return	Apple Identifier	Artist/Show/Developer/Author	Title	Label/Studio/Network/Developer/Publisher	Grid	Product Type Identifier	ISAN/Other Identifier	Country Of Sale	Pre-order Flag	Promo Code	Customer Price	Customer Currency
11/05/2017	12/02/2017		DEZ650813370	DEZ650813370	1	1.29	1.29	AUD	S	303675814	S.U.N. Project	Under Control	S.U.N. Project Records		H		AU			2.19	AUD
11/05/2017	12/02/2017		GBGXG0800272	GBGXG0800272	1	1.29	1.29	AUD	S	304533350	WBEEZA	He So Crazy	Third Ear Recordings		H		AU			2.19	AUD
11/05/2017	12/02/2017		DEBY90800113	DEBY90800113	1	1.29	1.29	AUD	S	304843599	Joachim Witt	Moonlight	Primadonna		H		NZ			2.39	NZD
11/05/2017	12/02/2017		DEBY90800115	DEBY90800115	1	1.29	1.29	AUD	S	304843600	Joachim Witt	How Will I Know	Primadonna		H		NZ			2.39	NZD
11/05/2017	12/02/2017		DEBY90800118	DEBY90800118	1	1.29	1.29	AUD	S	304843604	Joachim Witt	Cool Down (Song for Lou)	Primadonna		H		NZ			2.39	NZD
11/05/2017	12/02/2017	4250019902048		4250019902048	1	9.99	9.99	AUD	S	306263110	Ali Gator & His Real Hot Reptile Rockers	Motorcycle Bound (feat. Tommy Greed)	Rockin'Rollin' Products		I		AU			16.99	AUD
11/05/2017	12/02/2017		SEWAK0900501	SEWAK0900501	1	1.29	1.29	AUD	S	306394776	Lady Alma	Running for Nothing (Vocal)	Raw Fusion Scandinavia		H		AU			2.19	AUD
11/05/2017	12/02/2017		GBWZD0901302	GBWZD0901302	1	1.29	1.29	AUD	S	306629576	Kiasmos	Walled	Erased Tapes		H		AU			2.19	AUD
11/05/2017	12/02/2017		DEZ650815696	DEZ650815696	1	1.29	1.29	AUD	S	309809559	Orlando Julius	Disco Hi-Life	Hot Casa Records		H		NZ			2.39	NZD
11/05/2017	12/02/2017		DEZ650510272	DEZ650510272	5	1.29	6.45	AUD	S	311453699	Airstream	Electra	Manifold Records		H		AU			2.19	AUD
11/05/2017	12/02/2017		DEZ650518166	DEZ650518166	1	1.29	1.29	AUD	S	311617834	Cafe Americaine	Solitude Charmante	Manifold Records		H		AU			2.19	AUD
11/05/2017	12/02/2017		DEZ650509989	DEZ650509989	1	1.29	1.29	AUD	S	311617876	Deeparture	Aigua Blanca	Manifold Records		H		AU			2.19	AUD
11/05/2017	12/02/2017		DEH330701971	DEH330701971	1	1.29	1.29	AUD	S	311617974	Jazz City	They Call You	Manifold Records		H		AU			2.19	AUD
11/05/2017	12/02/2017		DEU470903097	DEU470903097	1	0.99	0.99	AUD	S	312961795	Bert Landers	Plasir d'amour	... And More Bears		H		AU			1.69	AUD
11/05/2017	12/02/2017		SEVMN0401401	SEVMN0401401	3	1.29	3.87	AUD	S	313161625	J.Views	Estha	Deeplay Music		H		AU			2.19	AUD
11/05/2017	12/02/2017		DEAE60900757	DEAE60900757	1	1.29	1.29	AUD	S	313380640	Moderat	A New Error	BPitch Control		H		AU			2.19	AUD
11/05/2017	12/02/2017		DEZ650900529	DEZ650900529	1	1.29	1.29	AUD	S	313742195	Hypnotic Brass Ensemble	Alyo	Honest Jon's Records		H		AU			2.19	AUD
11/05/2017	12/02/2017		DEZ650900531	DEZ650900531	2	1.29	2.58	AUD	S	313742198	Hypnotic Brass Ensemble	War	Honest Jon's Records		H		AU			2.19	AUD
11/05/2017	12/02/2017		DEAE60900757	DEAE60900757	1	1.29	1.29	AUD	S	315489351	Moderat	A New Error	BPitch Control		H		AU			2.19	AUD
11/05/2017	12/02/2017		DEAE60900758	DEAE60900758	1	1.29	1.29	AUD	S	315489371	Moderat	Rusty Nails	BPitch Control		H		AU			2.19	AUD
11/05/2017	12/02/2017		GBZVM0900065	GBZVM0900065	1	1.29	1.29	AUD	S	317109247	Atjazz	Before (feat. Clara Hill)	Atjazz Record Company		H		AU			2.19	AUD
11/05/2017	12/02/2017	4047179217224		4047179217224	1	9.99	9.99	AUD	S	318828544	Various Artists	The World Is Shaking - Cubanismo from the Congo, 1954-55	Honest Jon's Records		I		AU			16.99	AUD
11/05/2017	12/02/2017	4260019220509		4260019220509	2	10.99	21.98	AUD	S	319356916	Joe Diffie	The Ultimate Hits	AGR Television Records		I		AU			18.99	AUD
11/05/2017	12/02/2017		DEY500900073	DEY500900073	1	1.29	1.29	AUD	S	319357116	Joe Diffie	C-O-U-N-T-R-Y	AGR Television Records		H		AU			2.19	AUD
11/05/2017	12/02/2017		DET270204404	DET270204404	1	1.29	1.29	AUD	S	319377252	Luca Turilli	Black Realm's Majesty	Limb Music		H		AU			2.19	AUD
11/05/2017	12/02/2017		DEC330986916	DEC330986916	1	1.29	1.29	AUD	S	319546819	Esther Ofarim	The Song of the French Partisan	Tropical Music		H		AU			2.19	AUD
11/05/2017	12/02/2017	4250137248967		4250137248967	1	9.99	9.99	AUD	S	319696759	Chainreactor	X-Tinction	Pronoize		I		AU			16.99	AUD
11/05/2017	12/02/2017		DEH330600303	DEH330600303	1	1.29	1.29	AUD	S	320225645	Deeparture	Diamond Eyes	Manifold Records		H		AU			2.19	AUD
11/05/2017	12/02/2017		DEY840611114	DEY840611114	1	1.29	1.29	AUD	S	321084527	Inga Rumpf	Love Potion Number 9	25th Hour Music		H		AU			2.19	AUD
11/05/2017	12/02/2017		DEFY90900022	DEFY90900022	1	1.29	1.29	AUD	S	321116341	SoulPhiction & Move D	The Limelight	Philpot Records		H		AU			2.19	AUD
11/05/2017	12/02/2017		DEFY90900023	DEFY90900023	1	1.29	1.29	AUD	S	321116348	SoulPhiction & Move D	The Limelight (Trusme Remix)	Philpot Records		H		AU			2.19	AUD
11/05/2017	12/02/2017		DET279700102	DET279700102	1	1.29	1.29	AUD	S	321228379	Rhapsody	Warrior of Ice	Limb Music		H		AU			2.19	AUD
11/05/2017	12/02/2017	800741003625		800741003625	1	10.99	10.99	AUD	S	322814039	Seelenluft	Out of the Woods	klein records		I		AU			18.99	AUD
11/05/2017	12/02/2017		DEHT40900349	DEHT40900349	1	0.99	0.99	AUD	S	324743917	Lichtensteiner	Que Sera, Sera	Blue Door Records Christian Lösch		H		AU			1.69	AUD
11/05/2017	12/02/2017	4050486003152		4050486003152	3	6.99	20.97	AUD	S	327144661	Ólafur Arnalds	Found Songs	Erased Tapes		I		AU			11.99	AUD
11/05/2017	12/02/2017		GBWZD0901702	GBWZD0901702	1	1.29	1.29	AUD	S	327144769	Ólafur Arnalds	Raein	Erased Tapes		H		AU			2.19	AUD
11/05/2017	12/02/2017		GBWZD0901705	GBWZD0901705	1	1.29	1.29	AUD	S	327144940	Ólafur Arnalds	Lost Song	Erased Tapes		H		AU			2.19	AUD
11/05/2017	12/02/2017		GBWZD0901707	GBWZD0901707	2	1.29	2.58	AUD	S	327144959	Ólafur Arnalds	Ljósið	Erased Tapes		H		AU			2.19	AUD
11/05/2017	12/02/2017		DEZ650902711	DEZ650902711	1	1.29	1.29	AUD	S	327167162	Centhron	Dreckstück	Pronoize		H		AU			2.19	AUD
11/05/2017	12/02/2017		DEHT40900355	DEHT40900355	1	0.99	0.99	AUD	S	328471795	Original Oktoberfest Band	The Chicken Dance (Der Ententanz) [Oktoberfest-Mix]	Blue Door Records Christian Lösch		H		AU			1.69	AUD
11/05/2017	12/02/2017		DEU470903838	DEU470903838	1	0.99	0.99	AUD	S	329497343	Schrammel-Ensemble Alfons Bauer	Wiener Blut	... And More Bears		H		AU			1.69	AUD
11/05/2017	12/02/2017		DEU470903842	DEU470903842	1	0.99	0.99	AUD	S	329497348	Schrammel-Ensemble Alfons Bauer	Hütten Landler	... And More Bears		H		AU			1.69	AUD
11/05/2017	12/02/2017		DEU470903846	DEU470903846	1	0.99	0.99	AUD	S	329497366	Schrammel-Ensemble Alfons Bauer	Untersberg Ländler	... And More Bears		H		AU			1.69	AUD
11/05/2017	12/02/2017		DEU470903851	DEU470903851	1	0.99	0.99	AUD	S	329497383	Schrammel-Ensemble Alfons Bauer	Die Singende Zither	... And More Bears		H		AU			1.69	AUD
11/05/2017	12/02/2017		DEFP40902874	DEFP40902874	1	1.29	1.29	AUD	S	329671185	Die Blumenkinder	Leaving On a Jetplane	Laubmann Records		H		AU			2.19	AUD
11/05/2017	12/02/2017		DEFP40902876	DEFP40902876	1	1.29	1.29	AUD	S	329671187	Die Blumenkinder	Leaving On a Jetplane (Karaoke)	Laubmann Records		H		AU			2.19	AUD
11/05/2017	12/02/2017		SEVMN0300204	SEVMN0300204	1	1.29	1.29	AUD	S	331571293	Dalminjo feat. Hilde Drange	Love Affair	Deeplay Music		H		AU			2.19	AUD
11/05/2017	12/02/2017		DEGT20900009	DEGT20900009	1	1.29	1.29	AUD	S	334672145	Antonio Koudele	I Am Sailing	A.C.S. Records		H		NZ			2.39	NZD
11/05/2017	12/02/2017		DEGT20900009	DEGT20900009	1	1.29	1.29	AUD	S	334672145	Antonio Koudele	I Am Sailing	A.C.S. Records		H		AU			2.19	AUD
11/05/2017	12/02/2017		GBKBR0700013	GBKBR0700013	2	0.99	1.98	AUD	S	334699055	Neon Heights	Walked Out This Morning	Bocajito Records		H		AU			1.69	AUD
11/05/2017	12/02/2017		DEDU60900008	DEDU60900008	1	1.29	1.29	AUD	S	335383051	Marek Hemmann	Gemini	Freude am Tanzen		H		AU			2.19	AUD
11/05/2017	12/02/2017	4050486008768		4050486008768	1	10.99	10.99	AUD	S	336259163	Fanfare Ciocărlia	Best of Gypsy Brass	Asphalt Tango Records		I		AU			18.99	AUD
11/05/2017	12/02/2017		DEH330902290	DEH330902290	1	1.29	1.29	AUD	S	337308415	Djibooti	Roots (nasata Mix)	Manifold Records		H		NZ			2.39	NZD
11/05/2017	12/02/2017		DEH330902290	DEH330902290	1	1.29	1.29	AUD	S	337308415	Djibooti	Roots (nasata Mix)	Manifold Records		H		AU			2.19	AUD
11/05/2017	12/02/2017		DEU470956145	DEU470956145	1	0.99	0.99	AUD	S	337337432	Webb Pierce	It's My Way	... And More Bears		H		AU			1.69	AUD
11/05/2017	12/02/2017		DEH330701989	DEH330701989	1	1.29	1.29	AUD	S	337384969	The Man Behind C.	Song for a Breeze In June (paraglide Mix)	Manifold Records		H		NZ			2.39	NZD
11/05/2017	12/02/2017		DEGL60900095	DEGL60900095	1	1.29	1.29	AUD	S	338781170	Milanese	Sandman Feat. RQM	Exploited		H		NZ			2.39	NZD
11/05/2017	12/02/2017	4050486010747		4050486010747	2	6.99	13.98	AUD	S	341690680	Ólafur Arnalds	Dyad 1909	Erased Tapes		I		AU			11.99	AUD
11/05/2017	12/02/2017	4050486010747		4050486010747	1	6.99	6.99	AUD	S	341690680	Ólafur Arnalds	Dyad 1909	Erased Tapes		I		AU		CMA	11.99	AUD
11/05/2017	12/02/2017		GBWZD0901901	GBWZD0901901	1	1.29	1.29	AUD	S	341690681	Ólafur Arnalds	Frá upphafi	Erased Tapes		H		NZ			2.39	NZD
11/05/2017	12/02/2017		GBWZD0901903	GBWZD0901903	6	1.29	7.74	AUD	S	341690683	Ólafur Arnalds	Brotsjór	Erased Tapes		H		AU			2.19	AUD
11/05/2017	12/02/2017		GBWZD0901903	GBWZD0901903	-1	1.29	-1.29	AUD	R	341690683	Ólafur Arnalds	Brotsjór	Erased Tapes		H		AU		CMA-C	-2.19	AUD
11/05/2017	12/02/2017		GBWZD0901907	GBWZD0901907	1	1.29	1.29	AUD	S	341690689	Ólafur Arnalds	...og lengra	Erased Tapes		H		AU			2.19	AUD
11/05/2017	12/02/2017	4050486010723		4050486010723	2	4.99	9.98	AUD	S	342665288	Nils Frahm	Wintermusik	Erased Tapes		I		AU			8.99	AUD
11/05/2017	12/02/2017		GBWZD0901801	GBWZD0901801	3	1.29	3.87	AUD	S	342665291	Nils Frahm	Ambre	Erased Tapes		H		AU			2.19	AUD
11/05/2017	12/02/2017		GBWZD0901802	GBWZD0901802	1	1.29	1.29	AUD	S	342665339	Nils Frahm	Nue	Erased Tapes		H		AU			2.19	AUD
11/05/2017	12/02/2017		DELH10901179	DELH10901179	1	1.29	1.29	AUD	S	342931041	Oba Simba	The Herb	Special Delivery Music		H		AU			2.19	AUD
11/05/2017	12/02/2017		DEU161001672	DEU161001672	1	1.29	1.29	AUD	S	344781021	Dirk Darmstaedter	Shelter from the Storm	Beg Steal & Borrow		H		AU			2.19	AUD
